tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'2052928035758969147',@caijing18982860 对的，保险基金都被撸坏了,zh,Reply,0,0,0,0,681,2026-05-09 09:45:59,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052924705921962209',@xxl789r 这些我不了解，当时我注意力没在这个圈子，river pippin其实都是类似的,zh,Reply,0,0,0,1,395,2026-05-09 09:32:46,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052923427544244610',@hdmjdp186855 关注我前面说的限定条件,zh,Reply,0,0,0,0,333,2026-05-09 09:27:41,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052917934637629786',这里要注意一点妖币，这里拿bulla介绍吧，大派发完后，过一段时间会有不错的反弹，别以为能再像之前一样起始，因为大派发的时候控筹会下降，很多现货套牢的，所以筹码再收回到之前的状态，需要很长时间，这种情况操盘，就控制涨幅，套套多头这种，但是这也不是给你做空的理由，如果庄家挤压你做空的利润，大于上方筹码解套的亏损，能赚钱的事庄其实也会干，比如 $pippin 和 $river 的二次起势,zh,Reply,6,8,2,0,1871,2026-05-09 09:05:51,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HH1tKBgaEAA-NBZ.jpg
'2052912397762126152',还是Rui总说的精辟,zh,Tweet,3,4,1,2,2479,2026-05-09 08:43:51,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052912706215457094',你要明白你上的是哪个车，不同车玩法区别很大的,zh,Reply,0,0,0,0,656,2026-05-09 08:45:05,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052911243548344821',之前很多未启动的，近期也都慢慢启动了，突破箱体走HH了，有很多不适合长拿的，比如BSB我之前0.9左右就跑了，不同币处理的方式不同的，切莫觉得能拉飞上天，止盈才是永赚,zh,Tweet,1,11,0,4,3285,2026-05-09 08:39:16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052909994857881956',@0x2800166374 这种我也不知道能拉到哪啊...,zh,Reply,0,0,0,0,31,2026-05-09 08:34:18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052732155101663664',@sss_crypto 技术活,zh,Reply,0,0,0,0,109,2026-05-08 20:47:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052672127569211891',@TingHu888 那边诈骗严重,zh,Reply,0,0,0,1,836,2026-05-08 16:49:06,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052671255770464355',@thecryptoskanda 都在实打实的玩，而且赚钱效应明显，老外也天天都是拉群。。。进群直接冲😂,zh,Reply,0,5,0,1,1041,2026-05-08 16:45:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2050406607046205645',最近合约的仓位出现好多次这种情况了，实际上价格和k线都是没问题的，但是时不时整这么一出太吓人了@heyibinance  @cz_binance https://t.co/IaAl8iCtu0,zh,Tweet,0,5,0,9,3912,2026-05-02 10:46:44,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HHSBOp3bgAApumV.png
'2052666591700201757',@JonL_Binance @heyibinance @cz_binance 忘记了，就不dm了,zh,Reply,0,0,0,0,39,2026-05-08 16:27:06,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052663937838248303',@JonL_Binance @heyibinance @cz_binance 不知道，你看我评论区，其他人也有，btc也有,zh,Reply,0,0,0,1,45,2026-05-08 16:16:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052335916568699044',明天就是周五了,zh,Tweet,0,3,0,5,3208,2026-05-07 18:33:07,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052634352862007437',@Listing_MGBX 我也在等呢 兄弟,ja,Reply,0,0,0,0,35,2026-05-08 14:19:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052633893199904893',兄弟们，下次赚钱带带弟弟，0和1我都可以,zh,Tweet,0,8,0,6,2515,2026-05-08 14:17:10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052633772479349001',@tiger_web3 如果是switch呢,ja,Reply,0,0,0,1,522,2026-05-08 14:16:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052564617533223182',"大家都来喊了，都觉得市值低了，都抄底了
假设你买5wu 你喊朋友买5wu
然后市值只会更低，大家只能都亏钱
我之前说过市值不是问题，可以砸到任意市值，因为赚钱不靠市值，靠倍率
BN Alpha池子里37%的筹码，这是外面人到底抄了多少底 https://t.co/EJWBH1UU47",zh,Tweet,10,22,2,4,11545,2026-05-08 09:41:54,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/HHwr40hbgAAWpQt.png,https://pbs.twimg.com/media/HHwr6cpakAAAoZH.jpg,https://pbs.twimg.com/media/HHwsdORawAA7Um_.png"
'2052612500865364129',"@gem2024520 https://t.co/LeoCYtC5mU
这是地址",zh,Reply,3,1,1,0,373,2026-05-08 12:52:10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://debank.com/profile/0x73d8bd54f7cf5fab43fe4ef40a62d390644946db?chain=bsc,,
'2052596004906746265',"今天在迭代自己的工具能力的时候，看到了一些有意思的数据，因为近期大家都喜欢买现货...所以那些派发的币种借着这波热度疯狂的浇给大家

有时候你能低价买到更多的筹码，其实是supply &gt; demand，所以赌第二波其实风险挺大的",zh,Tweet,2,5,0,3,2944,2026-05-08 11:46:37,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052596693057871941',一个月的变化，猜猜这是哪个 https://t.co/8uWadxJcz1,zh,Reply,0,0,0,2,1526,2026-05-08 11:49:21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/HHxJwI0acAAWRFr.png,https://pbs.twimg.com/media/HHxJxZYbwAAJxWH.png"
'2052567860048986246',@Seth23268160 前提你要买能启动的，或者启动中的，或者启动后的，未启动的不能启动的，别乱买,zh,Reply,0,1,0,0,350,2026-05-08 09:54:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052567470872121349',@Seth23268160 ptb evaa koma 低市值三件套 一堆人抄底被套的,ja,Reply,0,2,0,1,418,2026-05-08 09:53:14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2051497245506425204',"币安smart money里面的多空双方的oi持仓和总的oi其实不是一个统计维度的，所以你会看到 多+空>总oi的情况

如图 5.89+1.88 = 7.77 > 7.12

smart money只是部分数据而已，这里的oi统计口径不一样
smart money 多头OI + smart money 外的多头OI = 总OI
smart money 空头OI + smart money 外的空头OI = 总OI",zh,Tweet,11,26,1,5,4739,2026-05-05 11:00:32,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HHhghnhasAIE3kQ.jpg
'2052566250501599397',@lifecrashsss4 我们私聊吧,ja,Reply,0,0,0,0,70,2026-05-08 09:48:23,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052565357039366208',@Seth23268160 我说的这样直白了 你还看不懂我意思么 进什么进,zh,Reply,0,2,0,1,746,2026-05-08 09:44:50,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052556734108172379',妖币更需要分歧而不是共识，所以说不要随意喊单，就是这个道理,zh,Tweet,2,13,1,5,15681,2026-05-08 09:10:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052561753800851772',@nine_DeFi 刀尖舔血  吃一口，也不能一直舞，不然把自己舞进去了🤣,ja,Reply,0,0,0,0,155,2026-05-08 09:30:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052560697452831202',@nine_DeFi 是狗庄的利润，我们要做的就是干死狗庄，打倒操盘,zh,Reply,0,0,0,1,365,2026-05-08 09:26:19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052556800957038696',这是和玩meme完全不同的逻辑,zh,Reply,1,2,0,0,1072,2026-05-08 09:10:50,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052555544079311327',"很多东西存在即合理，为什么妖币生生不息，为什么那么多老外也慢慢都加入进来，大家来这个圈子就是要的这中10倍、100倍，有时候还能上量的潜力，这就是这个圈子吸引人的地方，这个东西是你调查也好，封杀也好，杜绝不了的，要的就是你可以用10块钱，变成100w的机遇

而且基于妖币套利的，做的好的，起码也赚的盆满钵满吧，丝毫不亚于之前的用lp挖矿的年化，妖币是市场的选择，是在当前市场结构下综合博弈走出的最优路径

只有个体 适应市场、适应趋势，没有反过来的道理",zh,Tweet,2,24,1,8,3235,2026-05-08 09:05:51,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052556020225048975',@sss_crypto 我也是瞎几把吹吹🤣,ja,Reply,0,1,0,0,454,2026-05-08 09:07:44,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052499180208509405',"别总骂别人调查 $LAB 了，能带来注意力的都是好事，起码盘子能造大，昨天很多人以为会v反，但是并没有，也有人会觉得跌下去，其实也没有

因为这里有大量做多和做空的新oi进场，庄家是来赚钱的不是直接拉到一边让另外一边获利做慈善的

没进场因为太拥挤，我昨天一直在撸LAB，当时盘口的数据都是非常多1M+仓位的做多的进场，和做空的进场，所以我就没参与，因为对我来说ROI不高，还没有我平时做的信号确定性高

所以不妨再思考一下，V反和二次测试，两次都是急速下跌，为什么表现却那么大，没想到在LAB这两天，wyckoff ST的两种情况，都完美的展现出来了，这要是在BTC一个周期能有几次v反....",zh,Tweet,4,13,1,2,6009,2026-05-08 05:21:52,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HHvvg-KbMAAlzud.jpg
'2052552208890339393',@Johnsmithujk 睡得早 起得早,zh,Reply,0,2,0,0,164,2026-05-08 08:52:35,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052500270350020999',@Michael_Liu93 你这是抓住了alpha了，哈哈,zh,Reply,0,1,0,0,379,2026-05-08 05:26:12,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052337384537440322',"很多人做空，发现跌不下去
也涨不起来，非常弱
弱难道不是故意为之，吸引你做空，很多时候都是在配合你演戏，等累积的差不多了一口吃掉
所以有时候自己觉得的正确可能并没有那么正确",zh,Tweet,4,18,0,4,3313,2026-05-07 18:38:57,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052393072009634225',"@pangzhangbai 有的不是 有的就是车太重 甩多头
有的就是吸引空头",zh,Reply,0,0,0,0,105,2026-05-07 22:20:14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052363972788269192',是这个区间有大量的筹码换手，多空博弈看这个区间就行，这里有分歧，价格往任何一方都会让对手盘获利，看庄家出k都小心翼翼的，大家都来赌了，庄家应该想的我要怎么都吃了... https://t.co/GSvD7Tiqcl,zh,Tweet,3,18,1,10,12135,2026-05-07 20:24:36,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HHtz9P1boAAimO2.png
'2052364246818955630',我就不参与了，参与的希望都赚钱吧,zh,Reply,0,2,0,2,1771,2026-05-07 20:25:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
