tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'2053040695427092598',"@BroLeon 又不是漂亮妹妹

不过阳痿严重了

就算了",zh,Reply,0,0,0,1,449,2026-05-09 17:13:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2053037447437861375',@thecryptoskanda @vvxiaoyu8888 @HunterOnlyETH @aa_AFeng 最近亏钱了更严重了,zh,Reply,0,0,0,0,262,2026-05-09 17:00:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2053011032608776552',@0xtiger_eth @gensynai 比起亏的算啥,zh,Reply,0,0,0,0,71,2026-05-09 15:15:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2053009551801348598',@0xtiger_eth @gensynai 赚的钱都亏了还炫耀,zh,Reply,0,0,0,1,173,2026-05-09 15:09:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2052770394466304304',"再谈盘前交易： 

1.96在 @aspecta_ai 盘前多的GRVT，目前已经2.42亿FDV。

基本可以确认项目方在asp是没做盘前的，盘前的博弈点应该是机构投资成本和kol轮的成本。

目前我还是有一定的风险敞口：

一方面是我存了几个号5wu，拿着4%左右的利息，同时有一定空投预期。

第二个就是基本是裸多的盘前。

当前市场对perp的项目已经脱敏，但是不管是a16z还是个大交易都还是在投perp。

有钱的存在就会有perp赛道的第二春，当然这里不能说 @grvt_io 就一定能成为perp第二波里面跑出来的。

只能定义他目前不是靠着空投预期去做虚假繁荣，他的底层是超越了perp做一个链上资产交易和收益层分配的产品，也实现的自己的造血。

临近产品更新，我相信grvt还有后手的牌还没发布，做个裸多目前也是盈利的。",zh,Tweet,1,20,0,19,7555,2026-05-08 23:19:35,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HHznyXuaMAA9GgS.jpg
'2052622636585455624',"前天不都是在喊牛回吗， $btc 看8.5w。

鄙人明牌不马后炮做空。

很奇怪 @okxchinese 的推流机制是什么，

我并不会花太多时间写文章，大多以交易为主，因此不管广场和星球都是跟推特进行的同步。

广场当前8000粉，基本我不会管他，不直播不互动。

星球粉丝380个。

想通的是广场和星球浏览量高的都是泛流量，或者比较初级的交易帖，这种一般是做返佣才是这么做的。

这样吧，大饼空的思路，我到时候放星球，不同步推特。

希望星球快一点开通网页版，我好编辑。

我老年人，打字慢。

推上的粉丝想看大饼空的思路，记得关注我星球。

链接在评论区。",zh,Tweet,3,39,0,20,8618,2026-05-08 13:32:27,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HHxgQd6bwAAc3xM.png
'2052626176284520587',@Mercy_okx @okxchinese 我啥时候骗你🫶,zh,Reply,0,2,0,1,444,2026-05-08 13:46:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2052622719263592728',"我的ok星球。

https://t.co/0do8VGoAUg",ja,Reply,0,2,0,1,1930,2026-05-08 13:32:46,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://oyidl.net/ul/y1hyscZ,,
'2052621185725419543',"@JL77891 @abyssofgambling 我没a9

实际a9很多都是假阳痿。",zh,Reply,0,1,0,2,162,2026-05-08 13:26:41,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052536564383887799',挂哥止损睡觉， $lab 不马后炮。 https://t.co/XrbOzGH3yq,zh,Tweet,0,25,0,19,7983,2026-05-08 07:50:25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HHwTH0mbAAEDCwV.png
'2052406489420357634',"如何定义操作市场？

$lab 相比 $rave 的是一种升级版本。

已知高控是拉盘的前提，rave是提到链上，labs不是。

lab是从开始就做了几波洗盘的线，虽然他的筹码比tge的rave干净。

很多人觉得zach调查lab团队会复刻rave的剧本，或者说刚才我的空就是交易rave的同理预期。

实际不是的：

上仓位的空做的是基差和平多踩空。

在zach调查过程中，合约订单簿在3.5有50w的买单去加厚度，因此我纠结了2.2w在那里磨了两次的平仓。

2.5-2.8 洗盘的过程中，庄买了很多现货，可得二次操盘的成本区间在这里。

而刚才下跌的过程中，gate上也有大量现货的买单。

因此可得下跌过程中非合约交易者因为zach调查进行了出手，大概20w刀的筹码在gate上现货收筹了。

可得目前要控住这样的盘子的成本并不低，以当前的平仓出货是有一定质疑的，在这个过程中基差的变化非常小。

可得控盘率应该到了90%为达到rave的程度。

因此反手一次平仓后，再次追了个多。

这里有个插曲是：lab项目方也找到了我，可能怕我维权把，毕竟我是付费推广。

有产品、有社区，花钱护了盘也会收筹，怎么可以是操作市场？",zh,Tweet,18,54,1,23,29817,2026-05-07 23:13:33,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HHucvoqa0AA_dWo.jpg
'2052427795964588227',@Michael_Liu93 估计还要告诉其他的投资人 这个会所特别好骗。,zh,Reply,0,1,0,0,486,2026-05-08 00:38:13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052423935678181830',"@Michael_Liu93 我长期负费推广

就不能让我赚点吗

lab我都没要

纯粹负费",zh,Reply,0,0,0,1,1122,2026-05-08 00:22:53,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052329618460606565',"时至今天，还有群友拿着 @gensynai 。

我在 @aspecta_ai 盘前做了的多，接近翻倍跑路。

这里可以再次去博弈一把上所逻辑。

盘前是a16z的遗珠定价，盘前的多在于大家认为a16z的投资和有一定生态落地而非一个agent的ai项目。

且当时韩所和bn的day1现货offer开了口子。

去博弈一个韩所后币安现货。

而day1冲击失败后，市场会认为项目方做day1失败，这里又到了一周后的博弈期。

如果你是当前成本尚可博弈，主要依据是狂战士的成本在此。

因为起码对于韩所而言，a16z还是很有分量。

alpha+合约

ok的boost+合约

cobin都有了

且韩所day1offer开了后，上币变得更加积极。

因此当前性价比是较为合适的。",zh,Tweet,5,28,0,8,10599,2026-05-07 18:08:06,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HHtW4MlawAAgI5z.png
'2052391097352216928',@BTCGM1911 防不住,ja,Reply,0,1,0,0,96,2026-05-07 22:12:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2052381176292430227',@hazenlee 我在做 懒得看别人,zh,Reply,0,2,0,0,855,2026-05-07 21:32:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2052361799220256958',"$LAB  最高盈利3.2w，现货没有动静，基差没有变化。

落袋1.1w，半小时吧。

做了反手。 https://t.co/Yfk9hI7ze1",zh,Tweet,0,20,0,29,10703,2026-05-07 20:15:58,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HHtz2v9bsAICkJS.png
'2052364021433872760',"笔误最高盈利2.2w。

反手盈利中。 https://t.co/PhdsWm8KE3",ja,Reply,0,3,0,0,2379,2026-05-07 20:24:48,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HHt2KDMbkAALs-O.jpg
'2052352126765150416',"3.878空了 $lab

上了点仓位 https://t.co/LskqopFXBX",zh,Tweet,0,22,0,6,16518,2026-05-07 19:37:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/HHtrYYAaoAAl0lS.jpg
'2052346126561583342',"@TingHu888 都是这样的

我的交易群变成后入群",zh,Reply,0,6,0,0,1287,2026-05-07 19:13:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2052345646506803305',@Artistkatty_ @gensynai @aspecta_ai 感谢接盘,zh,Reply,0,0,0,1,292,2026-05-07 19:11:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2052265101806498203',"孙哥维权的那些事。

1.孙哥与FDT。（证据未证实，等待判决）

@justinsuntron  指控TUSD 稳定币储备金挪用指控（买房、投资），之前孙割在香港举办新闻发布会就是为了这个事。

香港方面因为证据不足等待判决。

而迪拜因为对诉讼请求需要更加严格的审计，对诉讼的4.56亿进行冻结。

孙哥在香港开发布会从舆论上还以为他取胜了，毕竟冻结很容易以为孙割赢了，实际是相关证据还没得到有关部门的证实。

2.孙哥与SEC。（孙哥赔钱）

sec指控孙哥以及旗下的公司涉嫌未注册发行证券、操作市场、虚假交易。

孙哥投资了 @worldlibertyfi ，特朗普上台后和解，孙割支付1000万刀罚款，但是没认错。

这是利用wlfi的政治优势与sec的和解。

3.孙哥与新浪网。（孙哥获赔3w元）

目前收集的信息是唯一一次孙哥胜诉，新浪于 2022 年 3 月发布的《孙宇晨涉嫌内幕交易，FBI、美国国税局已展开调查》等内容构成对孙宇晨名誉权侵权。

这个孙割以及火币系天天晒判决书，也是唯一一次又实质性证据被确认。

4.孙哥与wlfi。

这个基本是最近推上最火的议题，如同当初孙哥与火星人一样。

孙哥和wlfi签订的合同是不可转让，wlfi指控孙哥拿到代币通过htx洗出来去币安卖了。

火星人和孙哥签订代币互换协议，孙割上个厕所的时间就把代币砸了。（网传）

介于孙哥的维权史来看，如果是真有证据，他就开始就闷着就搞了，如果没有证据，他就会制造舆论说显得他赢了。

还好的是，usd1和fdt不一样，孙割把fdt干脱毛了，这次是他和wlfi之间的扯皮，不是usd1的扯皮。

币安的usd1理财还在续杯，6%左右的apr还是很香。

可能都觉得6w是底，我还没有抄底，等待更高性价比的位置出现。

即使没有，我也有其他资产配置，耐主性子等待机会。",zh,Tweet,2,16,2,37,7660,2026-05-07 13:51:44,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HHsb2J7aYAAtox7.png
'2052308525247045634',@GtGt868 @justinsuntron 也没证据啊,zh,Reply,0,0,0,0,118,2026-05-07 16:44:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2052002943600296185',"再谈交易：黄金换仓到 $CRCL 后没想到从82.9涨到了今天盘前的118刀。

现在美股还没开盘，开盘后准备卖出crcl。

当时买的理由：

8 月要和 Coinbase 签合作协议，收入大概率也会比现在增加增加预期，当前模式单一。

Circle已经悄悄成了AI的钱包，也只有他做的成。

卸掉黄金的仓位去换大饼的赔率不高，清晰方案对这种印钱的利好更大于大饼。

现在卖的理由：

11号财报要出，落袋。

上述参考了 @MSX_CN 研报和 脸颜射 @lianyanshe 的研究，属于拾人牙慧后去验证交易预期。

同时50%的现货黄金也是比较安全的位置了。",zh,Tweet,6,92,61,74,21151,2026-05-06 20:30:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2052230095788736718',@Jing_MSX 没有没有,zh,Reply,0,1,0,0,282,2026-05-07 11:32:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2052058030154678302',@Joensmoon 颜值能打,ja,Reply,0,0,0,2,161,2026-05-07 00:08:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2052047985102790770',"答群友问：0.531的$genius 可否继续持有。

很多群友老喜欢问我还在不，这种问题我一半懒得回答。

或者问我成本多少，然后无脑后入。

这个群友问的比较系统，结合了我之前讲过的$genius的交易。

爆仓前我是0.6的成本，最高到了0.9。

当时的预期是 @cz_binance 当顾问，alpha+合约很快，等个现货。

在TGE的时候没现货，群友二次入场，是否还有现货的可能？

现在的alpha比之前难上的原因有一定门槛，而现货是一姐亲自批。

最基础的要求：vc没有虚假投资且有一定落地的产品。

@GeniusTerminal 今天官宣了ghost功能上线，你点开产品看看集成了cz最爱的aster和hype。

符合基础要求，可以博一个cz当顾问还没有不现货的预期。

而因为空投而产生和高控和alpha的抛压都有吸收的空间。",zh,Tweet,3,29,1,23,11125,2026-05-06 23:28:59,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HHpWBGraMAAZN3r.png
'2052011545174159437',@Seasui23 @lianyanshe 错别字,zh,Reply,0,0,0,1,467,2026-05-06 21:04:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2051835847310545235',"去年8月开始治疗阳痿的。

初期比较折磨：币圈没赚几个钱，人还萎了，萎了吧还好色。

现在：还是萎的，就是对看美女、聊骚没兴趣了。

不知道后期是什么样子。",zh,Tweet,0,33,0,60,9789,2026-05-06 09:26:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2052011472692330711',@bfs20x 没有,zh,Reply,0,0,0,0,140,2026-05-06 21:03:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2051898482542465451',@ScarlettWeb3 good,en,Reply,0,1,0,0,167,2026-05-06 13:34:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2051849671484842407',@ada230990 真好,ja,Reply,0,0,0,0,151,2026-05-06 10:20:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2051847130634227779',@ada230990 41岁能这么屌,zh,Reply,0,0,0,2,358,2026-05-06 10:10:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2051842046458282401',@LIZHIGE2026 没这个想法,zh,Reply,0,1,0,0,367,2026-05-06 09:50:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2051663278255063203',做空了 $btc,ja,Tweet,0,48,1,23,24997,2026-05-05 22:00:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2051579131314450923',@abyssofgambling jb一锤 哪有这些破事,zh,Reply,0,3,0,0,670,2026-05-05 16:25:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2050865491535884783',@abyssofgambling 什么标准,zh,Reply,0,4,0,1,755,2026-05-03 17:10:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2050865434334007359',"@Irenezhao_ 人都被项目方折磨没了

锤也没什么感觉",zh,Reply,0,0,0,0,146,2026-05-03 17:09:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2050768247570808951',"求教：几位老师在创作影视作品的时候是否遇到过真正阳痿的男主。

@pupuwaifu @FortuneCutie01",zh,Tweet,2,21,0,58,17747,2026-05-03 10:43:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2050826590612074540',"@FortuneCutie01 @pupuwaifu 我是去年8月确诊阳痿

然后治疗略有起色

最近亏了60w

一生气我就锤jb

结果又不行了",zh,Reply,0,0,0,0,1953,2026-05-03 14:35:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2049891714392076542',"亏损61w刀后的救赎路：抛压可算，基差存在后的取舍。

答裙友问： $MEGA 像是之前XPL，做空的很多，而开盘后现货0.31，合约 0.2，是否可做多。

这里群友忽略了一个问题，ok的现货的价格是0.2，可得出币安的现货可能是因为预售领币的空当期间，mm推动挂单上去的。

且基差之间的关键未维持，于是在0.197做空。

且预售在0.1的情况下带来的都是抛压，claim并没有卡。

同时PM的预言交割在24h内，可做尾盘的9%的稳定盈利。

毕竟韩所都上了，筹码控不住，基差在变弱，相对安全，于是0.187进行了滚仓。（这里还有个信号是放大了仓位限制）。

目前回本2.1，亏损58.9w。

狂战士急坏了，没有后入的方向。",zh,Tweet,24,70,5,35,20878,2026-05-01 00:40:44,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/HHKs-u1bYAQUTiv.jpg,https://pbs.twimg.com/media/HHKtKHZbsAAFC78.png"
'2050779377559011783',低估了mega 0.148就平了。,ja,Reply,0,1,0,0,1857,2026-05-03 11:27:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2050776933852688511',@CalyxFlowerBit @pupuwaifu @FortuneCutie01 啊,ja,Reply,0,0,0,1,1167,2026-05-03 11:18:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2050770026240889075',"@uniswap12 @pupuwaifu @FortuneCutie01 假的居多

我是诊断阳痿",zh,Reply,0,0,0,0,1194,2026-05-03 10:50:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2050768247570808951',"求教：几位老师在创作影视作品的时候是否遇到过真正阳痿的男主。

@pupuwaifu @FortuneCutie01",zh,Tweet,2,21,0,58,17747,2026-05-03 10:43:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2050413654764659161',"还没注意，usd1就给我发了工资。

基础收益6.14%

浮动收益7.37%

每个月450刀的工资让我想起大学时候。

我那个时候一个月的生活费是1000元子。

每个月做网赚月结是我最开心的时候。

当时国外的网赚大的都用btc结算，小的是doge ltc。

当时我的认知里btc就是兑换卷，是浮动的。

每个月收到30-40个btc我就丢淘宝卖了。

我丢失了btc。

doge在马斯克喊后教我当时的价格涨了十几倍。

我把doge放在了当时香港的ceo交易所，交易所跑路了。

我丢失几百万的狗狗。",zh,Tweet,1,29,0,44,11905,2026-05-02 11:14:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2050484987817058741',@jinjnk1 没脱毛啊,zh,Reply,0,0,0,0,512,2026-05-02 15:58:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2050463007734661120',@zhizhiBTCETH 几万,ja,Reply,0,0,0,0,215,2026-05-02 14:30:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2050451571667083331',"@Irenezhao_ 你还好

我长期负费推广",zh,Reply,0,0,0,0,2057,2026-05-02 13:45:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2050419086270898601',@ShiGuangYuYanJi 维权路,zh,Reply,0,1,0,0,414,2026-05-02 11:36:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2050417345823477814',"@08KG_TBT 我搞国外的

国内不中",zh,Reply,0,0,0,1,280,2026-05-02 11:29:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2050164567305752605',"@FortuneCutie00 @Crypto_He 靠

我这么屌

我又阳痿了属于潜在用户

为什么我没有",zh,Reply,0,0,0,0,335,2026-05-01 18:44:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2050047184276709882',"@off_thetarget n跟版本的费率封死现在一群韭菜还在用

因为最简单",zh,Reply,1,0,0,1,1403,2026-05-01 10:58:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2049891714392076542',"亏损61w刀后的救赎路：抛压可算，基差存在后的取舍。

答裙友问： $MEGA 像是之前XPL，做空的很多，而开盘后现货0.31，合约 0.2，是否可做多。

这里群友忽略了一个问题，ok的现货的价格是0.2，可得出币安的现货可能是因为预售领币的空当期间，mm推动挂单上去的。

且基差之间的关键未维持，于是在0.197做空。

且预售在0.1的情况下带来的都是抛压，claim并没有卡。

同时PM的预言交割在24h内，可做尾盘的9%的稳定盈利。

毕竟韩所都上了，筹码控不住，基差在变弱，相对安全，于是0.187进行了滚仓。（这里还有个信号是放大了仓位限制）。

目前回本2.1，亏损58.9w。

狂战士急坏了，没有后入的方向。",zh,Tweet,24,70,5,35,20878,2026-05-01 00:40:44,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/HHKs-u1bYAQUTiv.jpg,https://pbs.twimg.com/media/HHKtKHZbsAAFC78.png"
